고객ID,성별,나이,가입채널,요금제,가입일,가입경과월,최근30일_로그인수,월평균사용시간,고객센터문의수,최근3개월_결제실패,이탈여부,이탈일
C2633,여,28,검색광고,스탠다드,2024-10-16,19,14,37.5,0,0,N,
C2634,여,31,지인추천,프리미엄,2024-07-29,22,7,15.4,1,0,N,
C2635,남,37,소셜미디어,베이직,2023-09-05,33,8,8.4,1,0,N,
C2636,남,54,검색광고,프리미엄,2025-11-11,6,9,12.0,0,0,N,
C2637,여,60,검색광고,스탠다드,2024-08-06,22,2,5.0,0,1,Y,2025-07-15
C2638,남,43,검색광고,스탠다드,2024-10-13,19,14,11.4,1,0,N,
C2639,여,33,오프라인매장,베이직,2024-08-03,22,17,16.9,0,0,N,
C2640,여,68,제휴이벤트,베이직,2024-11-11,18,8,51.4,0,0,N,
C2641,남,33,지인추천,베이직,2025-04-21,13,3,9.9,2,0,Y,2025-11-09
C2642,남,31,검색광고,베이직,2025-08-22,9,3,7.1,1,0,Y,2025-08-30
C2643,남,19,지인추천,베이직,2025-01-06,17,3,7.4,3,1,Y,2026-04-26
C2644,남,55,제휴이벤트,베이직,2023-11-24,30,4,5.3,0,0,Y,2025-09-11
C2645,남,50,오프라인매장,베이직,2025-12-18,5,2,7.4,0,0,Y,2026-03-10
C2646,남,67,소셜미디어,스탠다드,2024-03-30,26,19,36.7,1,1,N,
C2647,여,21,검색광고,베이직,2023-06-18,35,3,8.0,0,2,Y,2026-05-08
C2648,여,55,제휴이벤트,프리미엄,2023-07-12,35,12,30.8,0,1,N,
C2649,여,39,제휴이벤트,베이직,2025-09-02,9,8,28.7,0,0,N,
C2650,남,48,검색광고,스탠다드,2024-07-17,22,9,50.2,0,0,N,
C2651,남,19,제휴이벤트,베이직,2023-06-25,35,9,28.5,1,0,N,
C2652,남,56,검색광고,스탠다드,2025-10-12,7,14,48.4,1,0,N,
C2653,남,47,검색광고,스탠다드,2024-04-20,25,17,31.9,2,0,N,
C2654,여,38,오프라인매장,스탠다드,2026-04-07,1,2,9.0,1,1,Y,2026-05-04
C2655,남,46,지인추천,베이직,2025-12-23,5,10,12.7,0,0,N,
C2656,남,29,소셜미디어,스탠다드,2023-07-22,34,14,30.7,2,1,N,
C2657,여,31,제휴이벤트,베이직,2025-06-05,12,4,12.8,1,3,Y,2026-01-03
C2658,남,32,제휴이벤트,스탠다드,2025-03-04,15,10,32.4,0,0,N,
C2659,남,19,검색광고,베이직,2023-12-01,30,10,3.4,1,0,N,
C2660,남,48,지인추천,스탠다드,2024-05-31,24,2,6.1,1,2,Y,2026-02-23
C2661,여,52,오프라인매장,베이직,2024-11-04,19,12,24.6,2,0,N,
C2662,여,30,지인추천,스탠다드,2023-11-03,31,11,15.8,1,0,N,
C2663,남,42,제휴이벤트,베이직,2025-07-08,10,10,14.5,0,0,N,
C2664,여,35,오프라인매장,베이직,2024-03-22,26,11,13.2,1,0,N,
C2665,여,42,검색광고,베이직,2026-02-23,3,4,3.1,0,0,Y,2026-04-06
C2666,여,30,검색광고,베이직,2025-10-01,8,3,23.9,2,0,N,
C2667,남,27,제휴이벤트,스탠다드,2025-04-06,14,6,14.0,1,1,N,
C2668,남,51,제휴이벤트,프리미엄,2023-10-06,32,5,15.5,0,0,N,
C2669,여,37,검색광고,스탠다드,2023-06-27,35,15,17.7,1,0,N,
C2670,남,62,검색광고,베이직,2023-11-03,31,14,25.9,3,0,N,
C2671,여,39,오프라인매장,베이직,2024-11-14,18,3,8.9,0,2,Y,2026-05-18
C2672,여,27,검색광고,프리미엄,2025-09-10,8,6,21.7,1,0,N,
C2673,남,53,검색광고,베이직,2023-11-10,31,6,4.8,0,0,N,
C2674,여,46,제휴이벤트,베이직,2025-06-23,11,22,31.1,1,0,N,
C2675,여,47,제휴이벤트,프리미엄,2023-07-21,34,9,42.3,0,1,N,
C2676,여,52,제휴이벤트,베이직,2024-03-09,27,10,21.4,0,0,N,
C2677,남,30,오프라인매장,베이직,2025-02-27,15,13,10.6,0,1,N,
C2678,여,36,소셜미디어,베이직,2025-10-30,7,12,14.7,0,0,N,
C2679,여,36,제휴이벤트,스탠다드,2025-09-05,8,5,4.4,1,2,Y,2026-03-15
C2680,여,23,소셜미디어,베이직,2024-12-19,17,4,15.9,2,0,Y,2025-07-20
C2681,여,35,소셜미디어,스탠다드,2023-07-09,35,11,15.4,0,0,N,
C2682,여,54,제휴이벤트,베이직,2024-04-08,26,11,21.9,0,0,N,
C2683,남,41,오프라인매장,베이직,2025-09-12,8,16,17.4,0,0,N,
C2684,남,22,제휴이벤트,베이직,2023-08-26,33,2,10.1,0,2,Y,2026-04-30
C2685,남,19,검색광고,프리미엄,2025-06-22,11,18,12.2,0,0,N,
C2686,여,58,제휴이벤트,베이직,2025-06-19,11,3,8.6,1,1,Y,2025-12-31
C2687,여,37,지인추천,스탠다드,2025-08-09,9,9,15.5,0,0,N,
C2688,여,30,오프라인매장,베이직,2024-01-18,28,12,33.1,0,1,N,
C2689,남,35,제휴이벤트,베이직,2024-02-16,27,14,5.1,1,0,N,
C2690,여,20,소셜미디어,베이직,2023-12-29,29,3,6.6,1,2,Y,2026-01-31
C2691,여,55,오프라인매장,스탠다드,2024-07-24,22,13,31.5,1,0,N,
C2692,남,33,지인추천,스탠다드,2024-12-10,17,9,29.7,0,0,N,
C2693,여,54,오프라인매장,프리미엄,2023-10-06,32,9,8.1,1,0,N,
C2694,여,39,제휴이벤트,프리미엄,2025-01-25,16,10,28.1,1,0,N,
C2695,여,55,오프라인매장,스탠다드,2024-02-10,28,11,11.6,0,0,N,
C2696,남,41,검색광고,스탠다드,2025-01-19,16,12,13.5,0,1,N,
C2697,여,48,검색광고,스탠다드,2024-04-18,25,3,12.3,2,1,Y,2026-05-17
C2698,여,47,제휴이벤트,스탠다드,2026-03-13,2,12,16.2,2,0,N,
C2699,여,45,제휴이벤트,베이직,2024-05-06,25,3,3.1,0,1,Y,2026-05-26
C2700,여,42,제휴이벤트,프리미엄,2025-12-14,5,3,4.0,0,0,Y,2026-05-09
C2701,여,35,검색광고,프리미엄,2023-12-04,30,10,19.8,0,0,N,
C2702,남,61,소셜미디어,베이직,2023-08-30,33,7,15.9,1,0,N,
C2703,여,27,오프라인매장,프리미엄,2023-12-18,29,16,15.8,0,0,N,
C2704,남,38,오프라인매장,프리미엄,2024-08-20,21,5,25.1,1,0,N,
C2705,여,38,검색광고,베이직,2026-01-16,4,13,22.8,2,0,N,
C2706,남,43,지인추천,프리미엄,2023-12-05,30,12,16.5,0,0,N,
C2707,남,33,검색광고,베이직,2025-09-12,8,13,30.0,0,0,N,
C2708,여,42,지인추천,베이직,2025-06-12,11,15,25.2,1,2,N,
C2709,남,36,검색광고,베이직,2024-06-01,24,12,22.1,2,0,N,
C2710,여,19,검색광고,스탠다드,2024-05-24,24,12,14.6,1,1,N,
C2711,남,38,검색광고,베이직,2026-03-06,2,9,32.3,0,1,N,
C2712,여,25,제휴이벤트,프리미엄,2025-07-01,11,6,15.7,1,0,N,
C2713,여,19,오프라인매장,베이직,2024-02-10,28,15,16.4,2,0,N,
C2714,남,40,제휴이벤트,베이직,2026-01-27,4,2,16.1,0,0,Y,2026-03-30
C2715,여,44,소셜미디어,스탠다드,2024-08-07,22,14,11.9,0,1,N,
C2716,남,44,소셜미디어,베이직,2023-08-24,33,7,11.8,0,0,N,
C2717,여,45,소셜미디어,스탠다드,2025-10-14,7,13,16.8,1,1,N,
C2718,여,19,지인추천,베이직,2025-12-12,5,14,10.5,1,0,N,
C2719,여,22,소셜미디어,프리미엄,2024-09-14,20,20,10.7,0,0,N,
C2720,남,62,오프라인매장,스탠다드,2025-06-19,11,8,39.7,0,0,N,
C2721,남,25,제휴이벤트,베이직,2024-02-05,28,2,6.6,0,0,Y,2025-01-11
C2722,여,45,제휴이벤트,베이직,2025-11-22,6,17,22.5,1,0,N,
C2723,여,30,검색광고,베이직,2024-06-27,23,8,8.5,1,0,N,
C2724,남,39,지인추천,프리미엄,2024-03-11,27,3,4.6,0,0,Y,2026-05-05
C2725,남,30,검색광고,스탠다드,2024-11-15,18,11,42.5,0,0,N,
C2726,남,45,검색광고,베이직,2024-03-11,27,11,10.6,0,0,N,
C2727,여,40,오프라인매장,베이직,2025-03-22,14,10,22.9,0,0,N,
C2728,남,33,지인추천,프리미엄,2025-08-05,9,2,1.3,1,0,Y,2026-04-02
C2729,남,25,오프라인매장,베이직,2024-08-05,22,14,8.1,0,0,N,
C2730,여,41,검색광고,스탠다드,2025-09-12,8,15,16.5,0,0,N,
C2731,남,23,제휴이벤트,스탠다드,2024-09-02,21,16,29.5,0,1,N,
C2732,여,43,제휴이벤트,베이직,2026-03-30,2,3,7.7,3,0,Y,2026-04-30
C2733,남,69,소셜미디어,스탠다드,2024-03-08,27,12,17.3,0,0,N,
C2734,여,54,제휴이벤트,베이직,2025-06-20,11,16,26.2,0,0,N,
C2735,여,47,검색광고,베이직,2024-12-22,17,7,21.3,1,0,N,
C2736,여,37,오프라인매장,프리미엄,2026-03-01,3,13,6.9,0,0,N,
C2737,남,19,제휴이벤트,스탠다드,2024-01-20,28,16,18.6,1,0,N,
C2738,여,22,제휴이벤트,프리미엄,2023-12-27,29,9,14.8,0,2,N,
C2739,여,53,제휴이벤트,스탠다드,2025-12-10,5,7,16.9,0,0,N,
C2740,남,29,소셜미디어,베이직,2026-01-15,4,7,14.6,1,2,N,
C2741,남,30,제휴이벤트,스탠다드,2025-08-04,10,13,18.7,1,0,N,
C2742,남,36,오프라인매장,스탠다드,2024-10-18,19,6,23.3,2,0,N,
C2743,여,25,검색광고,베이직,2024-08-10,21,5,3.6,1,0,Y,2026-05-14
C2744,여,23,검색광고,베이직,2025-05-10,12,11,13.0,0,0,N,
C2745,여,37,오프라인매장,스탠다드,2025-08-04,10,17,25.8,0,0,N,
C2746,여,27,지인추천,스탠다드,2024-03-20,26,17,27.4,1,0,N,
C2747,여,29,지인추천,베이직,2023-06-08,36,24,36.9,0,2,N,
C2748,남,29,제휴이벤트,프리미엄,2023-08-18,33,9,19.4,2,0,N,
C2749,남,44,오프라인매장,베이직,2024-06-01,24,10,12.6,0,0,N,
C2750,여,35,소셜미디어,베이직,2025-05-27,12,9,13.1,0,0,N,
C2751,남,36,소셜미디어,베이직,2024-09-11,20,15,19.1,0,0,N,
C2752,여,45,지인추천,프리미엄,2025-03-20,14,7,11.4,2,0,N,
C2753,여,36,오프라인매장,베이직,2024-10-13,19,14,35.6,0,1,N,
C2754,남,35,지인추천,스탠다드,2024-02-24,27,11,14.5,0,0,N,
C2755,여,44,지인추천,베이직,2025-08-06,9,15,33.2,0,0,N,
C2756,남,46,오프라인매장,스탠다드,2025-07-10,10,2,4.2,0,0,Y,2026-01-02
C2757,여,36,오프라인매장,스탠다드,2026-03-22,2,17,17.0,0,0,N,
C2758,여,39,제휴이벤트,베이직,2025-10-27,7,14,15.7,0,0,N,
C2759,여,29,검색광고,프리미엄,2024-07-09,23,16,8.4,0,0,N,
C2760,남,28,오프라인매장,베이직,2025-06-20,11,10,16.3,2,0,N,
C2761,남,47,지인추천,베이직,2024-06-08,24,9,21.2,0,0,N,
C2762,남,43,검색광고,스탠다드,2025-12-16,5,13,4.9,1,0,N,
C2763,남,43,오프라인매장,스탠다드,2025-03-12,14,21,24.3,1,0,N,
C2764,남,41,오프라인매장,베이직,2025-11-05,6,15,22.1,1,0,N,
C2765,남,39,지인추천,스탠다드,2024-03-26,26,12,18.5,1,3,N,
C2766,여,46,오프라인매장,베이직,2023-06-16,36,14,26.8,1,0,N,
C2767,남,49,소셜미디어,스탠다드,2023-10-29,31,12,27.7,0,0,N,
C2768,남,49,검색광고,스탠다드,2024-12-17,17,4,24.1,1,1,Y,2026-01-20
C2769,여,37,소셜미디어,프리미엄,2026-03-21,2,13,8.1,0,0,N,
C2770,여,55,소셜미디어,스탠다드,2025-03-29,14,5,38.3,0,1,N,
C2771,여,41,오프라인매장,스탠다드,2025-10-10,7,9,30.2,2,0,N,
C2772,여,46,제휴이벤트,스탠다드,2024-10-12,19,14,22.1,2,0,N,
C2773,여,41,오프라인매장,베이직,2026-03-17,2,22,10.7,0,0,N,
C2774,여,41,검색광고,베이직,2026-02-27,3,10,15.1,0,0,N,
C2775,여,29,소셜미디어,프리미엄,2024-01-18,28,12,14.0,0,1,N,
C2776,여,46,검색광고,베이직,2025-12-05,5,2,7.0,0,0,Y,2026-01-03
C2777,남,69,오프라인매장,스탠다드,2023-06-19,35,14,26.3,0,0,N,
C2778,남,34,검색광고,베이직,2025-02-21,15,3,13.9,1,1,Y,2026-04-12
C2779,남,39,지인추천,프리미엄,2024-09-08,21,13,43.7,1,0,N,
C2780,남,33,오프라인매장,베이직,2024-04-16,25,10,15.1,0,0,N,
C2781,여,32,오프라인매장,프리미엄,2026-02-19,3,11,20.4,1,0,N,
C2782,남,57,소셜미디어,스탠다드,2025-05-06,13,7,11.8,1,0,N,
C2783,남,30,소셜미디어,베이직,2023-10-26,31,9,30.9,0,0,N,
C2784,남,32,오프라인매장,스탠다드,2023-10-27,31,8,22.8,1,1,N,
C2785,여,19,지인추천,스탠다드,2023-10-03,32,15,16.7,0,0,N,
C2786,남,29,검색광고,베이직,2024-04-19,25,8,7.8,1,2,N,
C2787,여,19,제휴이벤트,베이직,2023-08-13,34,15,20.5,0,0,N,
C2788,여,46,지인추천,스탠다드,2024-03-08,27,15,21.6,0,0,N,
C2789,남,69,지인추천,스탠다드,2025-08-23,9,11,6.5,1,0,N,
C2790,여,34,검색광고,베이직,2025-12-17,5,9,9.2,0,0,N,
C2791,남,19,소셜미디어,프리미엄,2025-09-15,8,11,20.3,2,0,N,
C2792,남,49,소셜미디어,베이직,2024-11-10,18,3,16.7,0,0,Y,2025-09-05
C2793,여,29,소셜미디어,베이직,2025-06-10,11,7,32.6,0,1,N,
C2794,여,54,지인추천,스탠다드,2026-03-02,3,11,16.9,0,0,N,
C2795,남,35,소셜미디어,베이직,2023-07-27,34,10,15.6,2,0,N,
C2796,여,30,제휴이벤트,베이직,2026-01-19,4,18,12.8,0,0,N,
C2797,남,36,제휴이벤트,스탠다드,2025-07-10,10,18,12.1,0,0,N,
C2798,여,47,검색광고,베이직,2024-07-16,22,8,16.2,0,0,N,
C2799,여,35,검색광고,베이직,2024-09-20,20,10,48.0,0,0,N,
C2800,여,32,오프라인매장,스탠다드,2024-09-10,20,5,15.6,0,2,N,
C2801,여,36,제휴이벤트,스탠다드,2023-11-16,30,8,18.7,0,1,N,
C2802,남,23,제휴이벤트,프리미엄,2024-02-01,28,4,3.8,0,2,Y,2026-02-22
C2803,여,43,검색광고,스탠다드,2024-04-10,26,8,24.8,0,0,N,
C2804,여,19,소셜미디어,스탠다드,2023-06-07,36,10,18.6,0,1,N,
C2805,여,33,검색광고,베이직,2024-11-15,18,10,15.1,0,2,N,
C2806,남,47,제휴이벤트,스탠다드,2024-10-20,19,4,4.4,0,0,Y,2026-05-18
C2807,남,42,지인추천,베이직,2024-05-17,24,9,12.4,0,1,N,
C2808,남,45,지인추천,베이직,2023-12-05,30,10,14.6,0,0,N,
C2809,남,37,지인추천,프리미엄,2026-03-29,2,3,6.0,1,0,Y,2026-04-29
C2810,남,52,소셜미디어,스탠다드,2025-05-23,12,10,10.8,1,0,N,
C2811,남,49,지인추천,스탠다드,2024-10-18,19,12,17.7,0,0,N,
C2812,여,43,검색광고,베이직,2025-07-09,10,4,8.3,0,0,Y,2026-05-09
C2813,남,49,지인추천,베이직,2024-07-01,23,8,27.0,2,0,N,
C2814,여,47,오프라인매장,스탠다드,2024-01-16,28,11,40.6,0,0,N,
C2815,여,33,오프라인매장,스탠다드,2025-05-17,12,8,6.4,1,1,N,
C2816,여,22,소셜미디어,스탠다드,2025-08-29,9,9,22.3,0,0,N,
C2817,남,43,제휴이벤트,베이직,2025-04-23,13,6,16.0,1,0,N,
C2818,남,45,오프라인매장,베이직,2025-01-24,16,2,2.1,1,0,Y,2026-03-14
C2819,여,51,검색광고,스탠다드,2023-06-03,36,14,13.3,0,0,N,
C2820,여,27,검색광고,스탠다드,2025-04-10,13,17,6.9,1,1,N,
C2821,남,27,지인추천,베이직,2025-03-20,14,11,25.6,0,0,N,
C2822,여,44,소셜미디어,베이직,2024-08-13,21,15,24.0,0,0,N,
C2823,여,37,검색광고,베이직,2024-02-15,27,11,19.8,0,2,N,
C2824,여,19,검색광고,베이직,2026-04-08,1,3,5.0,0,0,Y,2026-05-04
C2825,남,43,검색광고,스탠다드,2024-07-04,23,13,35.3,0,0,N,
C2826,여,19,지인추천,베이직,2024-03-16,26,14,10.1,0,0,N,
C2827,남,27,지인추천,스탠다드,2025-06-22,11,11,15.2,0,0,N,
C2828,여,54,검색광고,스탠다드,2024-10-26,19,13,16.6,1,1,N,
C2829,남,60,오프라인매장,프리미엄,2025-01-14,16,12,17.9,1,0,N,
C2830,남,23,소셜미디어,프리미엄,2025-04-21,13,6,52.5,0,0,N,
C2831,여,34,소셜미디어,베이직,2024-06-27,23,11,38.9,2,0,N,
C2832,남,39,검색광고,베이직,2023-11-10,31,11,23.6,0,0,N,
C2833,남,59,오프라인매장,베이직,2023-11-26,30,12,18.6,1,0,N,
C2834,남,32,제휴이벤트,스탠다드,2026-02-25,3,10,18.5,0,0,N,
C2835,남,32,지인추천,베이직,2024-11-20,18,13,26.6,0,0,N,
C2836,남,57,검색광고,베이직,2024-08-18,21,11,32.0,1,0,N,
C2837,남,34,소셜미디어,베이직,2024-05-06,25,11,9.9,0,0,N,
C2838,여,47,검색광고,베이직,2025-07-08,10,12,40.8,1,0,N,
C2839,여,20,제휴이벤트,스탠다드,2026-01-28,4,3,9.2,1,0,Y,2026-03-30
C2840,남,36,검색광고,스탠다드,2025-08-27,9,16,13.9,1,1,N,
C2841,여,19,제휴이벤트,스탠다드,2024-12-21,17,13,17.3,0,0,N,
C2842,남,25,지인추천,프리미엄,2024-10-19,19,14,23.6,0,2,N,
C2843,여,48,지인추천,베이직,2025-12-09,5,2,9.7,1,0,Y,2026-01-19
C2844,남,37,제휴이벤트,베이직,2025-11-28,6,3,4.4,0,0,Y,2026-01-31
C2845,여,34,검색광고,베이직,2024-07-20,22,16,18.2,0,0,N,
C2846,남,29,오프라인매장,스탠다드,2026-03-23,2,13,20.7,1,0,N,
C2847,여,35,검색광고,스탠다드,2025-10-29,7,13,32.2,0,0,N,
C2848,남,42,제휴이벤트,베이직,2025-11-18,6,11,33.9,0,1,N,
C2849,여,50,지인추천,프리미엄,2023-07-31,34,13,9.3,1,1,N,
C2850,남,19,검색광고,베이직,2023-10-17,31,15,19.1,0,0,N,
C2851,여,28,제휴이벤트,베이직,2024-04-13,25,3,5.4,0,0,Y,2026-04-24
C2852,여,40,검색광고,스탠다드,2025-08-19,9,10,23.4,0,0,N,
C2853,여,37,검색광고,프리미엄,2023-08-23,33,6,20.5,2,0,Y,2026-03-18
C2854,여,43,오프라인매장,스탠다드,2023-08-28,33,14,30.3,1,0,N,
C2855,여,41,소셜미디어,프리미엄,2023-07-04,35,14,24.4,1,0,N,
C2856,남,34,제휴이벤트,베이직,2023-12-22,29,4,11.1,3,0,Y,2026-04-28
C2857,남,32,지인추천,스탠다드,2026-02-03,3,18,37.6,2,0,N,
C2858,남,35,지인추천,프리미엄,2025-07-08,10,16,29.0,0,0,N,
C2859,남,52,소셜미디어,스탠다드,2025-07-03,11,14,10.2,2,0,N,
C2860,여,29,검색광고,베이직,2024-04-07,26,14,42.3,0,0,N,
C2861,여,37,제휴이벤트,프리미엄,2025-03-27,14,1,8.0,1,0,Y,2026-01-06
C2862,여,40,검색광고,베이직,2025-09-07,8,11,22.9,0,0,N,
C2863,여,57,지인추천,베이직,2024-12-19,17,12,33.9,1,2,N,
C2864,여,34,소셜미디어,프리미엄,2025-11-28,6,13,49.9,1,0,N,
C2865,여,50,소셜미디어,프리미엄,2025-01-27,16,13,15.2,0,0,N,
C2866,여,53,지인추천,프리미엄,2024-05-11,25,9,33.0,1,0,N,
C2867,남,37,오프라인매장,프리미엄,2025-04-11,13,9,14.7,4,0,N,
C2868,여,35,오프라인매장,베이직,2026-03-01,3,12,22.0,0,0,N,
C2869,여,34,제휴이벤트,프리미엄,2025-10-28,7,10,8.4,1,0,N,
C2870,남,35,소셜미디어,베이직,2024-11-12,18,10,14.7,1,0,N,
C2871,남,48,소셜미디어,스탠다드,2025-02-25,15,16,21.4,1,2,N,
C2872,여,41,검색광고,베이직,2026-04-05,1,16,25.1,1,0,N,
C2873,여,41,오프라인매장,프리미엄,2025-08-06,9,11,24.4,2,0,N,
C2874,여,24,소셜미디어,스탠다드,2024-11-17,18,7,30.9,0,0,N,
C2875,여,26,지인추천,프리미엄,2024-03-26,26,16,15.9,0,0,N,
C2876,남,64,검색광고,베이직,2026-01-20,4,18,18.3,1,0,N,
C2877,남,36,제휴이벤트,베이직,2026-04-06,1,11,18.7,1,0,N,
C2878,여,29,제휴이벤트,베이직,2023-08-15,34,5,6.6,0,0,Y,2026-05-15
C2879,여,55,제휴이벤트,베이직,2023-07-04,35,2,4.8,2,0,Y,2025-12-09
C2880,여,41,검색광고,스탠다드,2023-10-01,32,9,20.1,0,0,N,
C2881,여,45,제휴이벤트,베이직,2024-07-16,22,10,28.4,0,3,N,
C2882,남,36,검색광고,스탠다드,2023-11-18,30,8,22.7,2,0,N,
C2883,여,34,소셜미디어,베이직,2025-12-26,5,3,6.2,2,0,Y,2026-03-14
C2884,남,36,검색광고,베이직,2026-01-29,4,5,8.1,0,0,Y,2026-03-31
C2885,남,21,소셜미디어,스탠다드,2023-12-10,30,12,14.9,0,0,N,
C2886,남,37,지인추천,베이직,2025-10-30,7,15,25.4,2,0,N,
C2887,남,42,검색광고,베이직,2023-10-29,31,10,28.9,1,0,N,
C2888,여,60,소셜미디어,베이직,2025-09-16,8,13,29.2,0,0,N,
C2889,남,39,오프라인매장,베이직,2024-06-24,23,14,17.3,2,0,N,
C2890,남,19,제휴이벤트,스탠다드,2023-07-13,35,3,6.0,0,0,Y,2026-02-02
C2891,여,37,오프라인매장,베이직,2024-08-30,21,19,30.9,2,0,N,
C2892,여,69,지인추천,베이직,2025-10-24,7,11,16.6,0,1,N,
C2893,남,48,검색광고,스탠다드,2026-02-19,3,3,8.1,0,0,Y,2026-04-10
C2894,남,28,제휴이벤트,스탠다드,2023-10-07,32,13,22.5,0,0,N,
C2895,남,45,검색광고,스탠다드,2025-11-07,6,13,19.4,0,0,N,
C2896,여,29,소셜미디어,베이직,2024-04-08,26,12,27.2,2,0,N,
C2897,남,22,검색광고,프리미엄,2024-10-07,20,12,8.9,0,0,N,
C2898,남,34,오프라인매장,베이직,2023-09-24,32,10,24.2,0,1,N,
C2899,남,39,소셜미디어,베이직,2026-04-02,1,3,5.1,1,0,Y,2026-05-05
C2900,여,19,오프라인매장,프리미엄,2025-09-19,8,3,6.3,0,3,Y,2026-01-19
C2901,남,24,소셜미디어,스탠다드,2025-04-15,13,12,21.2,0,0,N,
C2902,여,38,소셜미디어,스탠다드,2025-07-14,10,11,7.7,0,0,N,
C2903,남,33,소셜미디어,프리미엄,2025-12-17,5,10,17.8,0,0,N,
C2904,여,43,검색광고,베이직,2023-10-31,31,10,16.3,0,1,N,
C2905,남,23,소셜미디어,프리미엄,2024-02-18,27,9,18.3,1,0,N,
C2906,남,47,지인추천,스탠다드,2023-07-10,35,11,15.8,1,1,N,
C2907,남,24,지인추천,베이직,2024-11-02,19,13,20.2,0,0,N,
C2908,여,58,검색광고,베이직,2024-11-08,18,11,14.7,0,0,N,
C2909,여,19,오프라인매장,베이직,2023-07-02,35,9,19.0,0,0,N,
C2910,남,25,소셜미디어,프리미엄,2025-05-05,13,12,21.1,0,0,N,
C2911,남,43,검색광고,베이직,2023-06-10,36,20,31.5,0,3,N,
C2912,여,58,검색광고,베이직,2025-09-22,8,4,13.9,1,2,Y,2026-05-01
C2913,여,42,지인추천,스탠다드,2025-06-21,11,10,9.4,0,0,N,
C2914,남,45,소셜미디어,스탠다드,2025-10-16,7,11,32.6,3,0,N,
C2915,남,38,오프라인매장,베이직,2023-10-04,32,16,11.9,1,0,N,
C2916,여,26,검색광고,프리미엄,2025-12-13,5,18,19.1,1,0,N,
C2917,여,32,오프라인매장,스탠다드,2025-01-04,17,9,8.0,0,0,N,
C2918,여,23,소셜미디어,프리미엄,2025-12-06,5,3,2.4,3,1,Y,2026-03-04
C2919,여,23,지인추천,베이직,2025-06-11,11,9,49.7,1,0,N,
C2920,남,43,오프라인매장,베이직,2025-04-30,13,10,19.3,1,1,N,
C2921,남,25,소셜미디어,스탠다드,2023-07-05,35,9,17.2,2,2,N,
C2922,남,42,검색광고,베이직,2025-06-06,11,11,22.4,2,0,N,
C2923,남,22,지인추천,스탠다드,2024-09-20,20,12,17.4,0,0,N,
C2924,남,42,제휴이벤트,베이직,2025-11-21,6,14,28.7,0,0,N,
C2925,남,32,제휴이벤트,스탠다드,2025-05-29,12,9,21.7,1,0,N,
C2926,남,55,검색광고,프리미엄,2023-08-19,33,13,26.5,0,0,N,
C2927,여,42,오프라인매장,프리미엄,2026-01-03,4,11,12.9,0,0,N,
C2928,남,53,소셜미디어,프리미엄,2023-08-06,34,11,8.6,0,0,N,
C2929,남,29,검색광고,프리미엄,2024-04-14,25,10,30.3,0,1,N,
C2930,여,39,오프라인매장,베이직,2024-01-17,28,9,22.8,1,0,N,
C2931,여,26,지인추천,베이직,2026-04-03,1,3,4.1,2,0,Y,2026-05-02
C2932,여,33,지인추천,프리미엄,2023-11-11,31,3,4.1,0,3,Y,2026-01-14
C2933,여,35,제휴이벤트,프리미엄,2025-11-16,6,14,20.5,1,0,N,
C2934,여,29,소셜미디어,프리미엄,2024-01-23,28,15,25.5,0,0,N,
C2935,남,23,오프라인매장,스탠다드,2025-04-23,13,14,11.9,0,0,N,
C2936,남,21,소셜미디어,베이직,2023-09-05,33,12,38.5,0,0,N,
C2937,여,19,검색광고,프리미엄,2024-07-22,22,10,27.1,1,0,N,
C2938,남,25,소셜미디어,프리미엄,2025-03-25,14,10,31.4,4,0,N,
C2939,남,46,제휴이벤트,스탠다드,2025-06-27,11,5,8.1,0,0,Y,2025-09-01
C2940,남,19,지인추천,프리미엄,2025-12-16,5,4,19.4,0,0,N,
C2941,남,22,검색광고,스탠다드,2025-10-17,7,16,9.7,1,0,N,
C2942,남,59,오프라인매장,프리미엄,2024-12-04,18,5,13.0,1,0,N,
C2943,남,30,제휴이벤트,베이직,2024-04-19,25,11,18.2,0,2,N,
C2944,여,42,제휴이벤트,프리미엄,2024-03-05,27,7,23.1,3,0,N,
C2945,여,46,지인추천,베이직,2026-04-23,1,2,8.4,0,0,Y,2026-04-25
C2946,남,46,소셜미디어,베이직,2025-03-09,14,11,6.5,2,0,N,
C2947,여,20,지인추천,베이직,2026-01-23,4,15,11.5,1,0,N,
C2948,남,35,제휴이벤트,스탠다드,2024-09-04,21,4,8.7,1,1,Y,2026-05-19
C2949,여,19,제휴이벤트,베이직,2024-10-30,19,13,23.4,1,1,N,
C2950,여,67,제휴이벤트,프리미엄,2025-10-27,7,3,6.3,1,0,Y,2026-02-12
C2951,남,19,소셜미디어,스탠다드,2025-07-09,10,10,26.0,0,0,N,
C2952,여,25,검색광고,프리미엄,2023-12-31,29,13,25.8,0,0,N,
C2953,여,26,지인추천,베이직,2024-12-10,17,7,48.0,1,0,N,
C2954,여,20,검색광고,베이직,2024-01-14,28,11,19.4,1,0,N,
C2955,여,54,검색광고,스탠다드,2025-08-19,9,10,15.4,0,0,N,
C2956,여,67,지인추천,스탠다드,2023-07-02,35,6,11.9,1,0,N,
C2957,남,32,오프라인매장,스탠다드,2025-10-28,7,8,9.0,1,0,N,
